node_id,longitude,latitude
1264287539,-71.5400734,-16.3994076
1264287706,-71.5358172,-16.4083593
1264288000,-71.5290871,-16.3944368
1264288160,-71.5196081,-16.4085417
1264288206,-71.5225197,-16.3989635
1264288209,-71.5304994,-16.396927
1264288297,-71.5289195,-16.4070098
1264288302,-71.5637544,-16.4307695
1264288515,-71.5289543,-16.4047941
1264288606,-71.5333713,-16.4006949
1264288704,-71.5257073,-16.4029332
1264288795,-71.5291853,-16.4091625
1264289035,-71.5389161,-16.4078515
1264289574,-71.5375942,-16.3958263
1264289618,-71.5371187,-16.4122891
1264289727,-71.5631341,-16.4317271
1264289888,-71.5372273,-16.3981003
1264289932,-71.5306239,-16.4034595
1264289941,-71.542522,-16.41725
1264289976,-71.5324865,-16.4084806
1264290083,-71.5382876,-16.4133666
1264290157,-71.5209784,-16.4054013
1264290171,-71.5433563,-16.4062629
1264290277,-71.5404474,-16.4079887
1264290505,-71.5316573,-16.4058389
1264290749,-71.5476148,-16.4108607
1264290980,-71.5335375,-16.4165068
1264291072,-71.5507405,-16.4185973
1264291214,-71.5284846,-16.4044074
1264291294,-71.5406699,-16.4022711
1264291431,-71.5447288,-16.4089399
1264291622,-71.5251857,-16.4064928
1264291713,-71.5394259,-16.4100474
1264291992,-71.5523479,-16.4034998
1264292035,-71.5264236,-16.4024748
1264292195,-71.5307458,-16.3884452
1264292334,-71.5470361,-16.4001274
1264292437,-71.5410717,-16.4058029
1264292491,-71.5363443,-16.3985641
1264292602,-71.5330599,-16.4069091
1264292619,-71.5416678,-16.4131739
1264292768,-71.5384661,-16.4118078
1264292831,-71.5242211,-16.4078826
1264293023,-71.5184719,-16.4035144
1264293284,-71.5303891,-16.4113005
1264293623,-71.5455419,-16.4014249
1264293706,-71.5458631,-16.3955769
1264293827,-71.5360352,-16.4069777
1264293836,-71.5475325,-16.4240168
1264293922,-71.5409266,-16.4009723
1264294024,-71.5337767,-16.4060535
1264294330,-71.5271337,-16.4075071
1264294859,-71.5511027,-16.4208004
1264295248,-71.5244922,-16.4019384
1264295724,-71.5258801,-16.4124036
1264295740,-71.5405114,-16.4038442
1264295852,-71.5367185,-16.4095643
1264295981,-71.5462516,-16.3977654
1264296017,-71.5387194,-16.4203947
1264296341,-71.5297161,-16.4081388
1264296633,-71.538116,-16.3877932
1264296668,-71.5446824,-16.4002897
1264297126,-71.5237093,-16.4089643
1264297848,-71.5350245,-16.4133718
1264298005,-71.5454033,-16.4147272
1264298467,-71.5511582,-16.4190598
1264298676,-71.5322143,-16.4096051
1264299034,-71.539036,-16.4113589
1264299552,-71.5488661,-16.418103
1264299808,-71.5630709,-16.4317932
1264299997,-71.5363378,-16.4139981
1264300204,-71.5359573,-16.3923185
1264300750,-71.5287981,-16.3942372
1264300855,-71.5379821,-16.4073453
1264300876,-71.5511212,-16.4260825
1264301133,-71.5338903,-16.3957672
1264301253,-71.5151229,-16.407855
1264301596,-71.5452098,-16.3966733
1264301856,-71.5335618,-16.3927263
1264302047,-71.5285974,-16.413088
1264302325,-71.5276921,-16.4061648
1264302409,-71.5187485,-16.405823
1264302423,-71.539432,-16.4067269
1264302702,-71.5317376,-16.4043635
1264302786,-71.5412751,-16.4035386
1264302815,-71.5404282,-16.4139958
1264302944,-71.5369132,-16.4112
1264303248,-71.5462138,-16.3976639
1264303266,-71.5264541,-16.4080407
1264303660,-71.5383147,-16.3977077
1264303693,-71.5347363,-16.4177014
1264303835,-71.5331082,-16.4030935
1264303957,-71.528655,-16.4108062
1264304022,-71.5390522,-16.4134609
1264304345,-71.5376882,-16.4124936
1264304652,-71.5437452,-16.4060697
1264304813,-71.5383932,-16.4079206
1264305215,-71.5323174,-16.4048553
1264305707,-71.5168977,-16.4026374
1264305713,-71.5395041,-16.3972621
1264306421,-71.5365573,-16.405365
1264306864,-71.5284757,-16.409027
1264307294,-71.5333878,-16.4057396
1264307523,-71.5363591,-16.4019426
1264308051,-71.5273044,-16.4068703
1264309103,-71.5367353,-16.393573
1264309256,-71.5482493,-16.3990092
1264309257,-71.5217899,-16.4030116
1264309265,-71.52607,-16.4055786
1264309774,-71.5284665,-16.401707
1264309914,-71.5247426,-16.4112435
1264310156,-71.5360224,-16.4108253
1264310281,-71.5386093,-16.3952783
1264310333,-71.5364296,-16.4127686
1264310965,-71.5420316,-16.4026931
1264311102,-71.5326277,-16.4104709
1264312203,-71.5163618,-16.4078121
1264312302,-71.5332727,-16.4108256
1264312487,-71.5470373,-16.4019477
1264312506,-71.526522,-16.4084
1264312761,-71.5471722,-16.3962618
1264313779,-71.5283716,-16.4119638
1264314482,-71.5443357,-16.3977559
1264314731,-71.551339,-16.4161273
1264315042,-71.5285464,-16.4134652
1264315137,-71.5483221,-16.407276
1264315449,-71.5272308,-16.4063519
1264315573,-71.5224823,-16.4097677
1264315595,-71.5428167,-16.4065085
1264315838,-71.5275305,-16.4009827
1264316004,-71.5409013,-16.4119249
1264316137,-71.5381015,-16.3954457
1264316958,-71.5516268,-16.4033753
1264317213,-71.5329258,-16.4167658
1264317265,-71.5451722,-16.4001117
1264317470,-71.5384521,-16.4070688
1264317919,-71.5284333,-16.4076392
1264317984,-71.5204352,-16.4039106
1264318163,-71.5323015,-16.4011063
1264318176,-71.5439093,-16.4140305
1264318216,-71.5441662,-16.4097058
1264318328,-71.5484641,-16.3982462
1264318652,-71.5310706,-16.3991379
1264318750,-71.5388403,-16.4024089
1264318887,-71.5368831,-16.4128776
1264318962,-71.5373709,-16.3933475
1264319156,-71.521629,-16.4106776
1264319269,-71.5375676,-16.3991139
1264319459,-71.5341411,-16.4077811
1264319559,-71.5318888,-16.4000112
1264319696,-71.5403273,-16.4115381
1264319899,-71.5338588,-16.3943209
1264319905,-71.5442739,-16.4046832
1264320212,-71.5190222,-16.4084854
1264320225,-71.5354348,-16.4055541
1264320448,-71.5470719,-16.4103904
1264320536,-71.5247804,-16.4083249
1264321750,-71.5210301,-16.4014771
1264321952,-71.5392424,-16.4082628
1264322381,-71.5314468,-16.404127
1264322731,-71.526626,-16.4018808
1264322780,-71.5357261,-16.4117828
1264323207,-71.5236731,-16.410378
1264323430,-71.5391797,-16.4206351
1264323969,-71.5489731,-16.4006361
1264324712,-71.5224466,-16.3996191
1264324744,-71.5413372,-16.4214929
1264324815,-71.5308628,-16.409589
1264324826,-71.5297599,-16.4048936
1264325117,-71.536765,-16.383769
1264325169,-71.5271765,-16.408624
1264325387,-71.5384723,-16.4044927
1264325468,-71.5280184,-16.4141335
1264326850,-71.5359379,-16.3912145
1264327387,-71.5371442,-16.3946232
1264327599,-71.5250648,-16.409158
1264327617,-71.5424937,-16.4057402
1264327886,-71.5470626,-16.4236875
1264327928,-71.5313142,-16.4003173
1264328057,-71.5134602,-16.4102742
1264328280,-71.5292951,-16.4088727
1264328390,-71.5176677,-16.4083411
1264328528,-71.5347388,-16.4068295
1264328637,-71.5438461,-16.3987206
1264328681,-71.5346756,-16.4141574
1264328797,-71.5447179,-16.3984157
1264328798,-71.5209205,-16.4043132
1264328864,-71.551109,-16.4159062
1264329960,-71.5274469,-16.404358
1264330177,-71.5229904,-16.4100391
1264330224,-71.5365244,-16.3909978
1264330270,-71.5296373,-16.400384
1264330307,-71.5263084,-16.4099776
1264330326,-71.540182,-16.4121362
1264330375,-71.5319464,-16.3907883
1264330503,-71.5357584,-16.4140333
1264330536,-71.54204,-16.3974976
1264330616,-71.5288708,-16.4121187
1264330750,-71.5461733,-16.4015175
1264330798,-71.5336577,-16.3936758
1264330837,-71.545659,-16.4030993
1264330838,-71.5183318,-16.4037828
1264330973,-71.534375,-16.404946
1264331848,-71.5208711,-16.4049856
1264332080,-71.5419026,-16.4007231
1264332174,-71.5301094,-16.4045888
1264332361,-71.5241972,-16.4017073
1264332393,-71.5389839,-16.4134366
1264333227,-71.5414516,-16.4039543
1264333444,-71.5369237,-16.4127824
1264333912,-71.5210676,-16.4096778
1264333979,-71.5356078,-16.4145822
1264334238,-71.5320068,-16.4080865
1264334361,-71.5257631,-16.3995196
1264334973,-71.5382146,-16.4158618
1264335043,-71.5395722,-16.4086605
1264335571,-71.5266964,-16.4082302
1264335890,-71.5454207,-16.4210175
1264335971,-71.5282366,-16.4099367
1264336087,-71.5441621,-16.4223666
1264336110,-71.5448152,-16.4083172
1264336186,-71.5450423,-16.3982419
1264336434,-71.5364498,-16.4126679
1264336438,-71.5320448,-16.3902157
1264336497,-71.537734,-16.3944081
1264336502,-71.5612761,-16.4310289
1264336538,-71.5226084,-16.402316
1264336604,-71.52212,-16.4101755
1264336700,-71.5262883,-16.399947
1264336743,-71.5301115,-16.4065258
1264336850,-71.5384071,-16.4115184
1264336928,-71.5425934,-16.4047236
1264336977,-71.5208902,-16.4028807
1264337010,-71.5482117,-16.4071408
1264337156,-71.5331811,-16.38821
1264337180,-71.5168268,-16.4079885
1264337197,-71.5324553,-16.4117671
1264337266,-71.5463963,-16.3970732
1264337360,-71.5413848,-16.4008041
1264337873,-71.534404,-16.4100588
1264337978,-71.5258547,-16.4012709
1264338242,-71.5421933,-16.405692
1264338395,-71.5459202,-16.4231681
1264338519,-71.525193,-16.3972545
1264338532,-71.5516251,-16.4097662
1264338608,-71.5379517,-16.4118992
1264338667,-71.5394187,-16.4201048
1264338787,-71.5423585,-16.4035843
1264339073,-71.5510605,-16.4029965
1264339081,-71.5353985,-16.4058791
1264339133,-71.5392082,-16.4205398
1264339263,-71.5465282,-16.4138567
1264339385,-71.5176093,-16.4087664
1264339650,-71.5478392,-16.3975763
1264339844,-71.5243831,-16.4109101
1264339863,-71.5397388,-16.4118336
1264339903,-71.5290911,-16.4147986
1264339944,-71.561726,-16.4311738
1264340030,-71.5420004,-16.4061726
1264340226,-71.5360177,-16.3979984
1264340366,-71.5451718,-16.4069878
1264340402,-71.5180766,-16.403729
1264340409,-71.5370857,-16.4087213
1264340535,-71.5215939,-16.3994058
1264340551,-71.5397345,-16.4143052
1264340604,-71.5367194,-16.3836412
1264340626,-71.5251572,-16.4077424
1264340737,-71.5514332,-16.416101
1264340902,-71.5231128,-16.400821
1264340920,-71.5300244,-16.3892399
1264341343,-71.5329895,-16.4104238
1264341523,-71.5375311,-16.3956546
1264341644,-71.5264368,-16.4071436
1264341770,-71.5207213,-16.4103553
1264342443,-71.5420268,-16.4142087
1264342601,-71.5313774,-16.4098075
1264342650,-71.5379323,-16.3966834
1264342716,-71.5384653,-16.3887176
1264342794,-71.5344913,-16.4165108
1264342828,-71.5376162,-16.4049793
1264342868,-71.5350183,-16.3931974
1264342953,-71.5280837,-16.4130139
1264343062,-71.5434946,-16.4142501
1264343152,-71.5173387,-16.406444
1264343245,-71.532921,-16.4043665
1264343386,-71.5520711,-16.4044097
1264343625,-71.5372341,-16.3982489
1264343685,-71.5306867,-16.4012304
1264343694,-71.5493337,-16.417816
1264343727,-71.5254825,-16.4119478
1264343746,-71.533565,-16.4072878
1264344713,-71.52348,-16.406638
1264345059,-71.5511359,-16.4254337
1264346307,-71.5351646,-16.41705
1264346359,-71.5514484,-16.4052206
1264346427,-71.5342642,-16.4064394
1264346470,-71.5383898,-16.4012022
1264346600,-71.5445313,-16.398106
1264346669,-71.5522207,-16.4150659
1264346793,-71.5393713,-16.4125132
1264346824,-71.5251259,-16.4024584
1264346964,-71.5418374,-16.4048587
1264347093,-71.5418987,-16.403761
1264347106,-71.5396248,-16.4117513
1264347406,-71.5388786,-16.3974957
1264347448,-71.5248918,-16.3988201
1264347666,-71.5232368,-16.4087645
1264347811,-71.547149,-16.4123208
1264347845,-71.5346323,-16.4037787
1264347898,-71.5463028,-16.4122506
1264347903,-71.5331254,-16.4126957
1264348167,-71.543593,-16.4140526
1264348212,-71.5390468,-16.411741
1264348490,-71.520101,-16.4017416
1264348873,-71.5217049,-16.4105347
1264349128,-71.529973,-16.4127011
1264349178,-71.5329621,-16.3996259
1264349394,-71.5373907,-16.4078316
1264349520,-71.5433584,-16.3969343
1264349609,-71.5453524,-16.4119806
1264349620,-71.5323903,-16.4122928
1264349837,-71.5460713,-16.3962202
1264351082,-71.5294625,-16.4042156
1264352668,-71.5335039,-16.4041656
1264353981,-71.5407759,-16.4059527
1264354250,-71.5381695,-16.420238
1264354452,-71.5324412,-16.4034915
1264354492,-71.5505594,-16.4165898
1264354708,-71.5329074,-16.4088241
1264354783,-71.5404292,-16.4138703
1264355266,-71.5385291,-16.4128036
1264355433,-71.5489048,-16.4018954
1264357501,-71.5214473,-16.402542
1264357603,-71.5476309,-16.4239386
1264357639,-71.5489797,-16.4083869
1264357981,-71.5305212,-16.4129026
1264358055,-71.5485981,-16.4156595
1264358832,-71.5457157,-16.39641
1264359104,-71.5394231,-16.4039871
1264359327,-71.5411836,-16.4002673
1264359790,-71.5373478,-16.4015719
1264360471,-71.5454173,-16.3972024
1264362064,-71.547593,-16.3982752
1264362312,-71.5422704,-16.4058739
1264363601,-71.5314257,-16.4001939
1264363733,-71.5316289,-16.4077721
1264363866,-71.5268173,-16.3982729
1264364404,-71.5427606,-16.4034298
1264364511,-71.5513464,-16.407357
1264364802,-71.5343725,-16.3918555
1264364952,-71.5364543,-16.4063566
1264365072,-71.5228547,-16.4112115
1264365120,-71.5382056,-16.4201573
1264365227,-71.5294848,-16.3888348
1264365434,-71.542155,-16.4073628
1264365443,-71.5489794,-16.4196369
1264365656,-71.5375239,-16.3934649
1264365670,-71.5397523,-16.4180949
1264365697,-71.5216523,-16.4004408
1264365748,-71.5425856,-16.4066112
1264365834,-71.5268242,-16.4003834
1264365890,-71.5405717,-16.4124085
1264366119,-71.5220577,-16.4095338
1264366373,-71.522392,-16.4002296
1264366433,-71.551297,-16.4034825
1264366462,-71.5361342,-16.4085962
1264366475,-71.5431324,-16.4140659
1264366778,-71.53387,-16.4051198
1264366976,-71.5280434,-16.4081561
1264367234,-71.530502,-16.4041166
1264367295,-71.5297742,-16.4135313
1264367354,-71.5405555,-16.4134296
1264367456,-71.5234661,-16.4011101
1264367536,-71.5392876,-16.4108243
1264367643,-71.5305165,-16.4091749
1264367802,-71.5437913,-16.4074744
1264367937,-71.5387813,-16.4022454
1264367981,-71.5349767,-16.3953733
1264367995,-71.5374322,-16.4115012
1264368066,-71.5480092,-16.3979357
1264368111,-71.5224372,-16.4105121
1264368118,-71.5418488,-16.408095
1264368158,-71.5362873,-16.3922134
1264368161,-71.5366632,-16.3994416
1264368204,-71.5310395,-16.4015582
1264368945,-71.5272765,-16.4084245
1264369037,-71.5411625,-16.4087384
1264369074,-71.5236541,-16.4117503
1264369127,-71.5353388,-16.4056228
1264369170,-71.5308454,-16.3976454
1281950259,-71.5481162,-16.4072049
1281950261,-71.5445376,-16.3985101
1284479729,-71.5334602,-16.3946925
1284479741,-71.5428097,-16.4014739
1284479744,-71.538474,-16.3926015
1284479757,-71.5397647,-16.3956598
1284479766,-71.5373579,-16.3926671
1284479773,-71.5384997,-16.3931114
1284479792,-71.5415455,-16.3980988
1284479802,-71.5369628,-16.3928675
1284479803,-71.5417761,-16.3988791
1284479824,-71.5355389,-16.395168
1284479835,-71.5400255,-16.3958616
1284479839,-71.5391676,-16.3952008
1284479843,-71.5323159,-16.3937982
1284479850,-71.5410817,-16.3972183
1284479856,-71.5314873,-16.3912451
1284479860,-71.5330212,-16.3935932
1284479862,-71.537238,-16.3934044
1284479890,-71.5369023,-16.3926178
1284479893,-71.5338294,-16.3931729
1284479907,-71.5346855,-16.3942852
1284563163,-71.5378801,-16.3922166
1284563195,-71.5351289,-16.3988514
1284563227,-71.5314201,-16.3910211
1284563347,-71.5376182,-16.391971
1284563421,-71.5327744,-16.3961651
1284563454,-71.5347204,-16.3978312
1284563504,-71.5288102,-16.3911724
1284563549,-71.5374858,-16.391913
1284563574,-71.535388,-16.3964203
1284563660,-71.531715,-16.3965282
1292294891,-71.545987,-16.403687
1396135794,-71.5499016,-16.4034651
1396135803,-71.5504914,-16.4032355
1396135809,-71.5505024,-16.4017056
1396135810,-71.5488065,-16.4025648
1396135825,-71.548583,-16.402676
1396138602,-71.5503054,-16.4018013
1396138603,-71.5500197,-16.401324
1506390743,-71.5364969,-16.398984
1718845635,-71.5344877,-16.3883909
1718845642,-71.5349621,-16.3893301
1718845654,-71.5349928,-16.3906001
1718845655,-71.5345219,-16.3907928
1718845657,-71.534581,-16.3908176
1718845674,-71.532244,-16.3915553
1736356090,-71.5366424,-16.3930048
1817244768,-71.5228733,-16.4006248
1817244796,-71.5286572,-16.4053412
1817244873,-71.5352288,-16.4107164
1817244875,-71.5357455,-16.4110879
1861262983,-71.5478659,-16.4193529
1861553896,-71.5290795,-16.4091462
2082854454,-71.5193914,-16.4107924
2082854456,-71.5181679,-16.4106276
2082854457,-71.5228616,-16.4116048
2082854462,-71.5187511,-16.4107682
2082854471,-71.5228376,-16.4116708
2082859825,-71.524757,-16.4121258
2082864555,-71.5219561,-16.4109242
2082867667,-71.5202181,-16.4110853
2082870070,-71.5188275,-16.4105801
2083268866,-71.5170057,-16.4106616
2083294142,-71.5259154,-16.4125698
2083295444,-71.5232046,-16.411741
2083295446,-71.5240662,-16.4118858
2083295448,-71.5247299,-16.412213
2083295451,-71.524041,-16.4119664
2083295453,-71.5232199,-16.4116666
2084076684,-71.5319366,-16.3896323
2084076687,-71.5322651,-16.3900109
2084081323,-71.5344134,-16.3913146
2084081324,-71.5345755,-16.391453
2084081327,-71.5345957,-16.3924085
2084081517,-71.5339484,-16.3910006
2084081650,-71.5317073,-16.3933028
2084081651,-71.5322863,-16.3933067
2084840259,-71.5521699,-16.4044358
2084920833,-71.5412096,-16.4087022
2084924739,-71.5421194,-16.4084555
2084924742,-71.5413702,-16.40895
2084924743,-71.5412704,-16.408998
2084935445,-71.5400894,-16.4057806
2084935447,-71.5418988,-16.4080617
2084948810,-71.5451621,-16.4121026
2084948813,-71.5456077,-16.4126469
2084948815,-71.5465868,-16.4138162
2084960170,-71.5491899,-16.4168449
2085078794,-71.5401445,-16.4055366
