edge_id,from_node,to_node
675622468,4025045388,531270069
644545197,2084081650,531270096
1270954403,5377989886,531270109
644545188,4536391016,531270109
27640077,10923337582,873867970
110809271,5375720555,873867970
109450971,1281950261,873867977
109450971,5460698699,873867977
26008336,10062503680,873867977
644545187,6061568168,873868065
73851180,873868065,1264342868
74103830,876656039,876655990
74103839,876656091,876655990
74103839,876655996,876655990
432928474,4766382434,876655994
74103838,876656108,876655994
74103839,876655996,876655994
74103840,876656064,876655996
74103836,876656003,876656003
432939234,876656017,876656003
74103841,876656064,876656015
74103841,876656091,876656015
74103842,876656091,876656015
432928792,876656103,876656016
432928792,876656094,876656016
432928794,4318562864,876656016
432928475,4318560742,876656017
432928792,876656103,876656017
175588727,876656025,4075488093
561257187,876656025,5412214077
587064526,5379805298,876656025
127637373,1264340226,876656046
419739135,1264289888,876656046
74103828,876656103,876656059
74103834,4318560750,876656064
74103831,876656108,876656094
432928793,876656108,876656094
38855847,911059921,914103844
675622469,1284563660,911059921
62002254,911059962,4110755574
109453710,911059962,3946659303
403477585,4058263259,911059962
1184486863,4427984764,911059962
1185802231,1264300750,914103783
109453710,914103844,1264369170
109453710,4058263267,914103844
110812060,914192142,2087821444
1185167880,1264353981,914192142
110812060,11012886975,914192142
77720543,914192146,1264333227
110820639,914192146,1264295740
110820639,5391127548,914192146
354685068,914192160,1264364404
536991977,5200768339,914192160
1029022307,9487193848,914192160
62002254,914202058,4427963958
873382764,914202058,3946583377
644545198,914626999,5169939759
409153478,1284563421,914626999
200014777,4058288099,914626999
23909563,1198280880,8375245722
198345700,11010994634,1198280880
426152663,1198315931,1198315877
558918778,1198315877,3609574253
1053161593,2084960170,1198315877
1053161593,1198315932,1198315877
809391022,1198315894,10859133119
1167637753,1198315949,1198315894
1167637755,2087471699,1198315894
809391022,8374968447,1198315894
809391022,1198315913,10904424548
110844598,1264335890,1198315913
809391022,2087449445,1198315913
1276190814,1198315916,1198315928
110816100,2087471706,1198315916
1276425066,7567888648,1198315916
1276190814,1198315928,1264336087
558918782,5391078156,1198315931
25979534,1198315932,7105677075
110844688,1264343694,1198315932
596675274,7154758745,1198315932
24010201,1198315949,8374968448
1167637752,2087471703,1198315949
24010201,10904424559,1198315949
540035648,1198315960,1264354492
103800668,1198315960,9331081991
540035648,3609574261,1198315960
570550128,1198453785,1198453759
25979534,1198453759,5564783752
25979534,3946856632,1198453759
570550128,5564783722,1198453785
596675274,1198453785,5485432509
596675274,5564783753,1198453785
1184511690,1198729212,11002060891
110834481,11008090615,1198729212
110825194,5399052223,1252902836
596675272,1264299808,1252902836
596675273,1264286581,1252902836
649901512,1252903591,3946746980
110808460,5393843687,1252903591
649901512,4232782266,1252903591
110821604,1252906565,1264346470
533913536,1252906565,11068021146
110821604,1253008354,1252906565
533913536,5203304828,1252906565
25980282,1252908763,1252999279
557396852,1396135803,1252908763
25980282,1396138602,1252908763
558922120,11009101041,1252909280
1254722684,1252909280,11016609802
1254722684,11009101042,1252909280
1185829616,11014861193,1252911231
596675277,1252911231,4941438677
110830216,1252914267,1264320225
110836957,1264330973,1252914267
110836957,1252983988,1252914267
110830216,4427910607,1252914267
110818406,1252938327,1252914298
675676888,1252917034,1264347406
408760590,1252917034,4055452455
675676888,1264316137,1252917034
873382765,1264342650,1252917034
110820930,5375734630,1252918191
557398378,5375734634,1252918191
642660304,1252918191,1264284197
642660304,1264354708,1252918191
110823319,1252991786,1252919040
110820749,1252919106,6399546649
110827296,1252919106,1264366433
559258551,4544102105,1252919106
557378634,1264342953,1252919791
809386607,1252919791,1264313779
809386607,7567879881,1252919791
533915136,1252921146,11068021154
533915137,1252921146,2905764708
110830513,1264359790,1252921146
533913536,4351945580,1252921146
110845214,1252922332,6734034534
109450459,1252922332,1264288209
110817580,5380727089,1252922332
110845214,5432125026,1252922332
199124133,1252923627,7567525362
199124133,4067074144,1252923627
570474813,4742367929,1252923627
110831708,1252923874,1264291431
1164240661,4209897889,1252923874
561412107,1264336110,1252923874
110831708,1252980613,1252923874
533408286,1252993739,1252927980
533408286,1264367295,1252927980
110840817,1264315042,1252927980
110819262,1264319696,1252928877
110819262,5533915111,1252928877
1030063220,1264347106,1252928877
458554565,5437797052,1252929363
458554561,5437797051,1252929363
109449965,5485427334,1252929676
26008487,1252929676,1264343386
110842718,5199090488,1252929676
370647230,2084840259,1252929676
110834481,5431394366,1252930652
110834481,5199090501,1252930652
198629511,2087388631,1252930652
25979652,1252931128,5199090493
582046425,1264357639,1252931128
25979652,1264315137,1252931128
110813778,5479090199,1252931258
110838595,5208920205,1252931258
557396845,1264309256,1252931258
110813778,5123160480,1252931258
370654153,1252931298,11014092398
1276425068,1252931298,11013404107
1276425069,2363776269,1252931298
370654147,5103848932,1252931298
110840539,1252936815,1264286536
1164231048,8734566562,1252936815
110840539,1253035395,1252936815
110821285,4096510447,1252937878
558922119,5391108752,1252937878
110821285,4096510448,1252937878
110814670,1264288206,1252938065
355519574,1252938065,4733264261
1270964367,1264347448,1252938065
110818406,1264285300,1252938327
1186083995,5213418017,1252938327
110816503,1264327617,1252938522
110816503,5391127543,1252938522
110831708,1252938522,1264290171
391466729,1252941623,1252984299
110840877,4197570339,1252941623
391466729,1264359327,1252941623
110819523,1252947417,5750156950
558922121,1252947417,1264366462
110819523,5393862393,1252947417
198350545,1252947852,1264285671
198678399,4324703397,1252947852
110820639,1264295740,1252947852
110843409,1252947886,5391078165
110843409,5391078162,1252947886
1053083519,9331081995,1252947886
110839844,4351915465,1252948881
109453824,5375734003,1252948881
1029057107,5391127529,1252948881
391445980,3946659354,1252953912
1184486859,1252953912,1264318652
1184486859,4051788314,1252953912
449289443,1252955837,1264339903
533408286,1252993739,1252955837
449289443,1264325468,1252955837
109450401,5394916329,1252967044
407608494,1252967044,11090425225
447330259,4444938285,1252967044
534262049,1264289932,1252967044
110842984,5381363058,1252969336
110842984,1253002760,1252969336
109453214,1264281868,1252969336
1186364880,1264335571,1252971270
109454159,1264294330,1252971270
570533143,1252971270,5200708664
1184518149,5485263384,1252971270
1185102710,1252973382,5432072890
1185107012,5473715304,1252973382
569074498,5473715305,1252973382
557849804,10923437082,1252975023
110814751,5092538916,1252976709
1184510209,5401379230,1252976709
522998548,5092538914,1252976709
557340217,1253032353,1252980613
110831708,5391127552,1252980613
110818036,1264315449,1252983486
110818036,1264309265,1252983486
110838870,4110722310,1252983486
560588164,4110722309,1252983486
110826283,1252983988,5381354364
110826283,5777920044,1252983988
110817498,5424521143,1252984299
399343730,10780714921,1252986345
809391023,1252986345,4020778164
809391023,11013403962,1252986345
110820517,5379248705,1252986887
587064525,1252988417,5203439967
587064524,1252988417,10923389495
1175517564,1252995416,1252988417
354948230,1264346470,1252988417
110809568,5186757660,1252991786
110809568,5567504394,1252991786
110814478,1252992870,5431385363
809391022,1252992870,4833689443
809391022,2087449443,1252992870
110814478,10904424596,1252992870
563696610,1264315042,1252993739
533913536,1252995416,5203304828
557383917,5179104236,1252995416
109453470,5381354365,1252995416
557396856,1396135794,1252999279
227661752,1252999335,1264297848
558925026,5391133822,1252999335
227661752,11015162770,1252999335
110838982,1252999562,7105673924
198370721,1252999562,2085078799
110840282,1264289035,1252999562
198370720,7105673922,1252999562
109450729,11021360875,1253000420
296109670,1253000420,10992522526
1047535385,1253000420,9632479562
1047535389,9632479562,1253000420
296109670,11021360824,1253000420
561141828,5411415923,1253000690
110830590,1253000690,1253014981
110830590,5295946886,1253000690
109453143,5391127529,1253000709
109453143,1264318216,1253000709
110829099,5391127534,1253000709
317202388,4052245158,1253000709
428820148,1253000767,5375755232
428820148,1264338519,1253000767
110817364,5393843690,1253002123
110817364,5377965382,1253002123
400477692,4030247127,1253002123
559192689,1264343152,1253002123
110840306,5391133718,1253002760
110840306,5391127602,1253002760
1276190813,1253003144,4020778171
809391023,1264354250,1253003144
198345700,1253003569,5479090199
110806496,1253003891,1264307523
110824727,1253003891,10885702029
110845174,1253037869,1253003891
110806496,4025080607,1253003891
439562438,5381354366,1253005222
439562438,1264337360,1253005222
558922930,1264284118,1253005222
558922931,5391113982,1253005222
457495906,1253005372,1264290980
557859370,5483426614,1253005372
110811750,5204867622,1253005372
109451961,1264365748,1253006228
439535750,1253006228,1264365434
1185052465,1264340030,1253006228
110809683,1253008354,11068021155
110841870,1264319269,1253008354
109450151,1253009219,1264293827
110832283,1253009219,5200744112
110843658,1253009219,5200744113
110819523,1264287706,1253009219
110832283,5391108753,1253009219
109451961,1264315595,1253010622
109451961,1264290171,1253010622
558924242,5391127555,1253010622
110845045,1253011195,11019063501
370654141,1253011195,11019063507
1284445227,1264284392,1253011195
110808827,11019063498,1253011195
423884695,1264294859,1253011499
563640605,5706237829,1253011499
1164212731,4310914243,1253011499
110829360,1253014981,1264330375
1284435488,1284563227,1253014981
391466729,1253020294,1264359327
391466730,1253020294,10923389495
110808230,1264287539,1253020294
587064525,5203439967,1253020294
559194769,5375734630,1253023725
110821516,1253023725,1264284698
110821516,5200744116,1253023725
110812496,1253032353,4371614092
110822677,1253032353,5391127553
110814822,4209896988,1253032353
563716823,1264310156,1253034020
110812846,5375734628,1253034020
110822939,5375241824,1253034020
110838644,5391148528,1253034193
110838644,5391144407,1253034193
110844432,4728634833,1253034193
110821053,5391127578,1253035248
558924251,1264338667,1253035248
110813493,1264349520,1253035395
110844383,1264314482,1253035395
559258554,1264328637,1253035395
354690401,11022922832,1253035570
354690401,11022922831,1253035570
560588162,11019063610,1253035570
110813686,1253035660,4279219156
198371877,1253035660,11090425224
402767403,11090407290,1253035660
407608494,11090425225,1253035660
110821183,1253036907,4446573347
110832918,5381354357,1253036907
1186028383,1253036907,5375593653
110821183,1264330307,1253036907
434298972,11001873361,1253037009
649901495,5394918858,1253037009
110808056,5394912596,1253037009
110830513,1253037869,1264359790
110845174,1264367937,1253037869
110830513,11068021144,1253037869
110820921,5412216245,1264281008
110820921,1264293706,1264281008
110827658,5377965385,1264281009
110827658,11012708629,1264281009
109450298,1264328798,1264281009
409157023,5379274787,1264281015
532762158,1264281373,1264368161
418843059,5169434121,1264281373
110809127,2905764712,1264281373
533915136,11068021154,1264281373
171584157,1264281454,1264281454
567956592,1264284932,1264281454
110808665,5391078859,1264281629
110808665,5391078543,1264281629
558919026,5391078861,1264281629
198374832,1264281721,4232665796
421189375,1264291622,1264281721
198374833,3347239079,1264281721
109453214,5391133823,1264281868
557684485,4742379982,1264281868
408760400,1264282023,4106830786
110819673,1264282023,4106830786
110814094,4444938241,1264282023
1276425073,1264282115,1264359104
1276425073,1264318750,1264282115
110808961,4324703397,1264282115
110813778,5123160480,1264282362
110813778,1264292334,1264282362
110824331,5479086518,1264282362
110824331,5479085347,1264282362
110816775,1264282455,1264339844
560588005,4557425637,1264282455
447563238,4978432991,1264282455
110816775,1264323207,1264282455
110836957,1264283681,1264282738
110836957,4230614622,1264282738
1270964369,1264363733,1264282738
1270964369,9675005083,1264282738
421187844,4209982512,1264282832
110834481,5424521141,1264282832
110834481,5515031808,1264282832
557340201,1264282930,1264292768
558922116,1264338608,1264282930
557340201,4066990035,1264282930
110840366,5394919458,1264283681
110840366,1264290505,1264283681
110836957,5664848459,1264283681
536991700,1264284197,5200744116
536991700,11016609790,1264284197
1066432306,1861553896,1264284392
110843762,11019063487,1264284392
559194767,1264284698,5393862395
559194768,1264284698,1264337873
110827917,11009101054,1264284707
110822619,1817244796,1264284707
110822619,4499301840,1264284707
110838644,5391148530,1264284746
110838644,5391148528,1264284746
110816806,5391147717,1264284746
110831412,1264284856,1264327387
110831412,1264309103,1264284856
421189375,1264309265,1264284932
421189375,1264291622,1264284932
1186083993,5465620985,1264285300
560588008,5213418016,1264285300
569074482,1264324712,1264285668
1270964368,1264366373,1264285668
1270964368,5467926993,1264285668
110841246,4372087979,1264285671
354952028,1264285671,1264310965
1175517565,5381354369,1264285671
399149795,4372087980,1264285671
110810678,1264313779,1264285733
110810678,1264330616,1264285733
171693055,1264285733,1264342953
171693055,11016354606,1264285733
110834818,5375593661,1264285740
110845045,1264285740,1264336743
110845045,5406208486,1264285740
1275750648,1264285910,3743488257
1186410480,2363115241,1264285910
355528284,11019063240,1264285910
23454678,1264285997,5376760845
23454678,5123160473,1264285997
1185154761,5123160474,1264285997
434310885,1264286078,11100229820
557381635,10885702026,1264286078
434310885,1264317470,1264286078
227661752,1264286415,5379874278
557853744,4066882694,1264286415
227661752,4067034576,1264286415
370255784,3739699841,1264286536
557850594,1264286536,1264330536
110826454,1264289727,1264286581
428817172,1264288515,1264286865
110844322,9675005091,1264286865
110844322,1264324826,1264286865
110806796,1264286908,5393862386
399826756,1264286908,5179130355
110806796,4427131577,1264286908
399826756,4427132204,1264286908
109453478,1264337978,1264286952
109453478,4279219157,1264286952
110822807,1264322731,1264286952
110831708,1264287101,1264367802
558924238,5391127555,1264287101
110831708,1264290171,1264287101
110811514,1264287203,4442642703
559192701,5393844125,1264287203
110811514,3946688685,1264287203
24010201,1264287212,4833689468
591657666,1264287212,4234036212
24010201,1264343694,1264287212
110819262,1264316004,1264287259
558922111,5391108732,1264287259
110819262,5484597549,1264287259
25979534,1264287347,11014694609
1185806877,11014694614,1264287347
576892194,4850971463,1264287347
25979534,11014694610,1264287347
296109655,1264287525,1264331848
296109670,1264287525,2998784553
1184510208,5092538916,1264287525
405359534,5401379230,1264287525
557383917,1264287539,5179104236
110808230,5380727091,1264287539
557383917,5424532738,1264287539
558922121,1264366462,1264287706
110819523,5750156950,1264287706
644545189,4536391016,1264288000
644545189,4025046920,1264288000
1185802231,1264300750,1264288000
110817050,5465543201,1264288160
110817050,5465545067,1264288160
110817094,5377965381,1264288160
1275766892,1264288206,5467926993
568515005,2085170832,1264288206
568515007,2085170838,1264288206
110815650,1264288209,1284563660
109453710,1264369170,1264288209
110831537,5406208487,1264288297
110831537,5375593661,1264288297
110844363,1264302325,1264288297
559844512,5399052231,1264288302
109450401,1264351082,1264288515
428817172,1264291214,1264288515
110823759,1264288606,4197584762
110830216,1264288606,5179130356
110830216,1264349178,1264288606
110823759,4427835577,1264288606
1275766894,11008725052,1264288704
110822619,9675005098,1264288704
110828212,11008725050,1264288704
171693055,1264288795,5485263382
649901512,1264288795,1861553896
1066432305,1264328280,1264288795
649901512,11019063518,1264288795
110821285,5391108745,1264289035
110840282,1264321952,1264289035
110831412,1264289574,1264342650
110831412,1264341523,1264289574
110829143,5391108750,1264289618
110829143,1264304345,1264289618
557398376,1264289618,1264333444
557398376,1264367995,1264289618
596675257,1264299808,1264289727
110826454,5683448880,1264289727
419739135,1264343625,1264289888
409188558,5169678805,1264289888
1275825235,4252559260,1264289888
534262049,4444938242,1264289932
110806796,5169968464,1264289932
558918787,10754897669,1264289941
558918788,5391078194,1264289941
558918787,5391078207,1264289941
110811471,5375734634,1264289976
1270964369,1264354708,1264289976
1270964369,1264334238,1264289976
557340201,1264290083,1264355266
1184523286,4066951720,1264290083
404418326,1264290083,1264332393
404418326,1264333444,1264290083
570359091,11086686787,1264290157
649901512,1264290157,4030257450
296109866,1264290157,2998784566
649901512,5465531090,1264290157
109451961,1264304652,1264290171
109452400,4096522841,1264290277
109452400,1264335043,1264290277
198352216,1264290277,10920891147
198352216,10920891154,1264290277
110840366,5394912596,1264290505
110820078,1264290505,9675005083
110820078,4060315693,1264290505
437386153,5391114007,1264290749
110810334,1264320448,1264290749
110812274,5391114005,1264290749
457495906,1264290980,4536345257
570360000,4536351573,1264290980
110842108,1264291072,7154758743
596675274,1264291072,7154758745
596675274,7289403376,1264291072
428817172,5394912494,1264291214
559324570,11090425218,1264291214
558062858,5381354366,1264291294
577220423,5381354367,1264291294
558062858,5381354369,1264291294
110831708,1264291431,5375241837
1185757012,5204817839,1264291431
354690401,5465531074,1264291622
109452267,5375241827,1264291713
110820159,1264291713,5391108746
110820159,5391108743,1264291713
198345700,1264291992,11010994632
26008487,1264343386,1264291992
110828212,1264292035,4442676260
559192697,5393844121,1264292035
109451552,11090407262,1264292035
561141667,6284011382,1264292195
110830590,1264292195,1264340920
356857778,6654502004,1264292195
110830590,5411410553,1264292195
110809568,5394450556,1264292334
110809568,5186757660,1264292334
110833683,1264292437,2087821444
1185316947,5200768335,1264292437
110833683,2084935447,1264292437
110819859,8949309455,1264292491
113219959,5169434121,1264292491
110827193,8949309457,1264292491
110840366,1264343746,1264292602
110840366,5394919458,1264292602
557381634,1264334238,1264292602
557381634,1264294024,1264292602
110809040,4742367921,1264292619
110809040,5391108738,1264292619
110819262,5391108737,1264292619
110819262,5484597549,1264292619
558922117,5375241825,1264292768
557340201,1264292768,1264336850
110819413,1264292831,2085113730
198374829,5465573034,1264292831
198374831,5399025232,1264292831
558062851,4232854916,1264292831
296109665,1264293023,4232817090
296109657,2998784566,1264293023
296109672,4232782266,1264293023
110816806,5375572601,1264293284
558926666,5391148535,1264293284
110816806,5391147717,1264293284
557849804,10923437082,1264293623
559258854,5394459774,1264293623
559258854,5494828047,1264293623
110812752,1264349837,1264293706
109450151,1264293827,1264364952
110809815,1264293827,5432104280
110809815,1264349394,1264293827
110816100,1264293836,5431347806
110829984,1264357603,1264293836
558922929,1264337360,1264293922
110832283,1264294024,1264307294
110832283,1264346427,1264294024
354690401,1264366976,1264294330
354690401,11022922831,1264294330
423884695,9410649045,1264294859
557340188,5375241709,1264294859
1275766894,2085088948,1264295248
247761129,4055514924,1264295248
1275766894,4055504819,1264295248
110834333,11016601698,1264295248
538629456,1264295724,5110356857
560588007,5465620985,1264295724
1186886750,1264343727,1264295724
198723469,4978409935,1264295724
563441888,1264302786,1264295740
110821285,4096510444,1264295852
110834498,1264295852,3611199339
558922118,5391108751,1264295852
110809568,5375720550,1264295981
110809568,1264303248,1264295981
26008336,1264295981,10062503685
26008336,11010687804,1264295981
227667738,1264296017,1264339133
558918798,5391078525,1264296017
227667738,1264365120,1264296017
370654145,1264296341,1264328280
370654145,4742415719,1264296341
560588010,5406208486,1264296341
458554565,3725322596,1264296633
458554565,5437797052,1264296633
408758773,4106794769,1264296633
110843787,5394450562,1264296668
110843787,1264317265,1264296668
559258549,11010695307,1264296668
559258549,5394456300,1264296668
110840152,1264347666,1264297126
198374829,5465573034,1264297126
198374829,4096498591,1264297126
109453214,3347222805,1264297848
227661752,1264297848,1264328681
599942004,1264339263,1264298005
563640605,11007732105,1264298467
596675274,1264298467,7289403376
563640605,5706237829,1264298467
596675274,10910636424,1264298467
110810719,1264298676,5046586730
327911363,3347236001,1264298676
649901516,11015162850,1264298676
110809040,4536355800,1264299034
110824562,1264299034,1264348212
110824562,1264367536,1264299034
809391022,1264299552,3609574261
607511002,3609574251,1264299552
809391022,4833689469,1264299552
596675271,1264299808,5683448881
109453214,3347222805,1264299997
549831181,3347222809,1264299997
109453214,5391133827,1264299997
557383920,1264368158,1264300204
175549049,5460746918,1264300204
530406184,5150608451,1264300750
110824486,1264349394,1264300855
110824486,11012708627,1264300855
558922122,1264364952,1264300855
110839494,1264345059,1264300876
540552156,5515037799,1264300876
574602301,3338438065,1264300876
110829876,1264301133,1264367981
110833747,1264301133,1284479729
110815650,10885702047,1264301133
419750905,11011286381,1264301133
198103583,5465641335,1264301253
559192680,4106720360,1264301253
559192681,5393843680,1264301253
599458707,5703156648,1264301253
110824162,1264358832,1264301596
110843401,11090088436,1264301596
110843401,11090088438,1264301596
110827661,6061568167,1264301856
938235844,8692107835,1264301856
557378634,1264342953,1264302047
557378634,1264367295,1264302047
563696610,1264315042,1264302047
110844363,4110722311,1264302325
409180509,11019063625,1264302325
110817364,5393843684,1264302409
110817364,5393843690,1264302409
559192687,5393843689,1264302409
198370720,1264302423,11009127068
198351556,1264302423,10920891144
198370720,2084935445,1264302423
198351556,2085078798,1264302423
534262049,1264302702,1264322381
534262049,1264305215,1264302702
110819673,4106830786,1264302702
399149795,1264302786,4372087980
399149795,1264333227,1264302786
558922111,1264354783,1264302815
110815238,1264302815,11016523160
557676144,5391133718,1264302815
110815238,5750200846,1264302815
558922116,1264367995,1264302944
1276191248,1264302944,5375241824
1276191248,5391108750,1264302944
405722947,1264303248,11010695305
559257716,5394456309,1264303248
405722947,10062503684,1264303248
517493744,1264303266,5485263384
1194154033,1264344713,1264303266
423706475,11022922835,1264303266
109453470,1264303660,5381354365
409188558,5169678805,1264303660
110831412,1264342650,1264303660
409188557,1264347406,1264303660
1276190813,1264303693,11013404092
1276190813,11013404069,1264303693
407609609,1264303835,5393862385
407609608,1264303835,11101838018
407609608,1264354452,1264303835
110827577,4427882859,1264303835
1186028382,11016354605,1264303957
